지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
108,서울,2004-11-26,5.3,1.7,11.8,28,4.1,74.4,1009.7
108,서울,2004-11-27,7.3,3.7,10.1,,2,69.9,1012.2
108,서울,2004-11-28,7.6,5,10.6,,1.5,60.9,1011.9
108,서울,2004-11-29,5,0.8,9.1,,1.4,55,1012.6
108,서울,2004-11-30,4.8,1.2,8.3,,1.6,65,1017.3
108,서울,2004-12-01,5.2,1.6,9,,1.4,61.4,1022.6
108,서울,2004-12-02,8.5,3,14.3,,1.9,55.4,1025
108,서울,2004-12-03,10.6,6.5,16.2,,1.5,62.6,1016.4
108,서울,2004-12-04,9,6,10.5,15,2.1,85.9,999
108,서울,2004-12-05,1.8,-0.2,6,,3.6,59.3,1005.8
108,서울,2004-12-06,3.3,-2.2,7.1,8,2.5,66.6,1015.1
108,서울,2004-12-07,3.9,1.6,7,,2.3,57.5,1015.8
108,서울,2004-12-08,5.8,1.5,9.8,0,1.9,66.9,1016.3
108,서울,2004-12-09,8.8,5.4,12.6,,2,58.6,1015.8
108,서울,2004-12-10,7.5,3,10.3,0,3,48,1015.8
108,서울,2004-12-11,4.2,-0.4,9.1,,1.5,39,1020.1
108,서울,2004-12-12,5.2,1.3,9.8,,2,55.5,1015.7
108,서울,2004-12-13,2.4,-0.6,6.6,,1.7,55.1,1017.8
108,서울,2004-12-14,4.6,0.4,9.3,,1.9,42.5,1014.5
108,서울,2004-12-15,5.7,4.5,7.5,4,2,66.8,1009.6
108,서울,2004-12-16,4,1.7,7.3,,2.1,73,1014.9
108,서울,2004-12-17,3.8,0.8,7.5,0,2.1,69,1013.2
108,서울,2004-12-18,3.7,1.1,6.5,,1.6,73.9,1012.2
108,서울,2004-12-19,5,0.4,9.8,0.2,2.5,64.9,1008.1
108,서울,2004-12-20,-3.6,-5.8,4.3,,3.7,53.6,1013
108,서울,2004-12-21,-3.2,-7.3,1.2,,2.1,46.4,1014.8
108,서울,2004-12-22,-3.4,-6,-0.2,,2.4,42.5,1012
108,서울,2004-12-23,-3.7,-8.1,1,,2,45.8,1013.4
108,서울,2004-12-24,-0.8,-4,3.4,,1.7,57.8,1014.6
108,서울,2004-12-25,-1.8,-4.3,1.2,,2.6,64.9,1013.2
108,서울,2004-12-26,-3.2,-6.1,0.4,,2.3,47.9,1013.8
108,서울,2004-12-27,-4,-7.1,-0.4,,2.5,44.3,1015.9
108,서울,2004-12-28,-4.9,-7.3,-2.5,,2,41.5,1016.5
108,서울,2004-12-29,-5.7,-8.3,-2.2,,2.5,45,1016.3
108,서울,2004-12-30,-4.6,-8.3,-0.8,,1.8,49.1,1016.5
108,서울,2004-12-31,-4.7,-7,-1.2,,2.4,43.1,1011.5
108,서울,2005-01-01,-4.9,-8.8,-1,,2.1,41.5,1013.6
108,서울,2005-01-02,0.4,-5,4.5,0,2.8,58.9,1010.4
108,서울,2005-01-03,2.9,-2,4.9,1.5,3.6,70.3,1006.1
108,서울,2005-01-04,-4.9,-7.4,-1.2,,3.2,39,1016.2
108,서울,2005-01-05,-3.8,-8.8,0.6,,1.6,41.9,1018.1
108,서울,2005-01-06,0.1,-3.5,2.4,0,2,58.1,1013
108,서울,2005-01-07,-2.9,-6,2.2,0,3.6,52.4,1016.4
108,서울,2005-01-08,-5,-8,0.8,0,2.6,51.3,1017.3
108,서울,2005-01-09,-8,-10.3,-4,,2.9,43.9,1018
108,서울,2005-01-10,-5.7,-10.8,-1.5,0,2.1,57.8,1015.5
108,서울,2005-01-11,-6.3,-8.5,-2.7,,3,48.1,1014.8
108,서울,2005-01-12,-6.1,-9.5,-2,,2.1,44.9,1015.6
108,서울,2005-01-13,-4.8,-8.3,-1.2,,2.1,55.4,1015.2
108,서울,2005-01-14,-3.1,-7.3,0.6,,1.8,51.1,1013.1
108,서울,2005-01-15,-2.6,-6.5,1.6,,2.6,56.9,1009.4
108,서울,2005-01-16,-0.8,-4.6,5.1,0.3,2.7,67.1,1008.7
108,서울,2005-01-17,0.4,-4,4.8,,1.7,59,1012
108,서울,2005-01-18,0.3,-3.4,3,0.5,2.2,79.3,1009.7
108,서울,2005-01-19,-3.8,-6,-0.2,,3.4,48.5,1013.4
108,서울,2005-01-20,-5.9,-7.8,-2.7,,3.4,49.8,1018.7
108,서울,2005-01-21,-5.4,-9.5,-0.6,,1.9,45.1,1022.4
108,서울,2005-01-22,-2.2,-7.3,2.5,,1.2,41.1,1017
108,서울,2005-01-23,1.8,-2.7,7,,1.5,34.8,1012.3
108,서울,2005-01-24,1.3,-1,5,,1.8,67,1008.2
108,서울,2005-01-25,1.1,-2.2,4.4,,1.4,59.3,1005.6
108,서울,2005-01-26,1.6,-1.2,6.1,,1.8,59.6,1008
108,서울,2005-01-27,1.3,-2,5.6,,1.8,46,1007.5
108,서울,2005-01-28,2.1,-2.5,7.3,,1.7,44.8,1004.6
108,서울,2005-01-29,-0.8,-6.1,2.7,2.2,3.2,64.5,1002.9
108,서울,2005-01-30,-7,-9.3,-3.7,,3.1,39.9,1010.6
108,서울,2005-01-31,-7.3,-11,-2.5,0,3.8,39.9,1004
108,서울,2005-02-01,-10.2,-13.1,-6.8,,5,41.6,1003.4
108,서울,2005-02-02,-6.9,-10.6,-2.5,,3,49.1,1009.4
108,서울,2005-02-03,-4.6,-8.6,0,,1.9,52,1013.7
108,서울,2005-02-04,-1.5,-5,2.4,,2,44.3,1012.6
108,서울,2005-02-05,-1.6,-4.9,2,,2.7,47.5,1014.4
108,서울,2005-02-06,-0.1,-5,5.5,,1.3,36.1,1016.3
108,서울,2005-02-07,3.5,-0.8,5.5,0,1.7,47.9,1014.6
108,서울,2005-02-08,1.7,-0.6,5.8,0,2.2,56.4,1015.2
108,서울,2005-02-09,-1.4,-4.5,0.8,,2.1,57.9,1015.1
108,서울,2005-02-10,-6,-8.8,-2,,3,37.1,1019.9
108,서울,2005-02-11,-6,-9.3,-1.6,,2.7,38.4,1022.9
108,서울,2005-02-12,-4.1,-7.5,0.1,,2,44.8,1020.7
108,서울,2005-02-13,-1.6,-6.6,3.5,,1.8,52.5,1020.4
108,서울,2005-02-14,1.8,-2.5,5.5,,1.9,46.8,1017.8
108,서울,2005-02-15,4.6,0.8,10,5,3.9,48.4,1009.4
108,서울,2005-02-16,2.7,0.8,5,9,3.8,81.5,1005.7
108,서울,2005-02-17,4.7,0,10.5,,2.4,60.8,1013.2
108,서울,2005-02-18,4,3,6,,3.4,55.6,1013.1
108,서울,2005-02-19,-2.4,-7.9,3.2,0.2,4.2,51.5,1011.3
108,서울,2005-02-20,-7.1,-9.5,-3.4,,3.9,41.1,1014.7
108,서울,2005-02-21,-5.8,-10.3,-1.7,0,3,46.9,1015.9
108,서울,2005-02-22,-1,-4.6,4.5,3,3.8,80.6,1005.1
108,서울,2005-02-23,-2.9,-5.4,-0.1,,3.2,50.1,1009
108,서울,2005-02-24,-2.9,-6,3.2,,2.5,39.4,1005.7
108,서울,2005-02-25,-4.8,-7.3,-1.5,,3.4,40.9,1011.9
108,서울,2005-02-26,-5,-8.6,-1,,2.9,36.1,1017
108,서울,2005-02-27,-2.1,-7.4,2.7,,2.2,45.4,1016.5
108,서울,2005-02-28,0.6,-2.7,5,,2.4,51.3,1014.3
108,서울,2005-03-01,-0.3,-4.5,4.5,,2.7,46.1,1016.9
108,서울,2005-03-02,0.3,-2,4.5,2.4,2.4,63.6,1017.5
108,서울,2005-03-03,-1.3,-4.4,2,,2.6,42.1,1016.7
108,서울,2005-03-04,-0.4,-4.5,4,,2.7,43.5,1014
108,서울,2005-03-05,-0.9,-4.1,3,,2.2,49.5,1013.6
108,서울,2005-03-06,0.5,-3.5,5.1,,2.5,54.9,1016.4
108,서울,2005-03-07,3.8,-1.1,7.9,,3.5,74.4,1011.8
108,서울,2005-03-08,4.2,1.7,8.6,,2.3,57.4,1011.9
108,서울,2005-03-09,7.3,-1.2,14.6,0,1.8,47.6,1008.3
108,서울,2005-03-10,8.4,5,13.1,0.5,3.3,89,1001.4
108,서울,2005-03-11,0.7,-4,5,0.5,4.2,68.4,1003.5
108,서울,2005-03-12,-3.9,-6.5,-0.8,,4.5,36.4,1010
108,서울,2005-03-13,-1.2,-5.1,3,,3.4,34.4,1008.6
108,서울,2005-03-14,2.6,-2.7,7.8,,2.6,46.9,1009.7
108,서울,2005-03-15,4.5,1.2,8.8,,2.3,62,1010.5
108,서울,2005-03-16,7.5,3.2,12.5,,1.5,57.1,1011.5
108,서울,2005-03-17,5.9,3.2,9.8,7,3,79.3,1002.6
108,서울,2005-03-18,3.9,1.7,8.3,,3.9,40.9,1011.5
108,서울,2005-03-19,4.3,-0.6,10.3,,2.5,48,1015.5
108,서울,2005-03-20,5.9,3,9.8,,3.1,64.8,1011.8
108,서울,2005-03-21,7.1,2,12,,2.4,56.5,1009
108,서울,2005-03-22,8.5,3.9,14.3,2,2.7,58.4,1000.2
108,서울,2005-03-23,8.7,5.3,13.6,,2.8,41.6,1001.7
108,서울,2005-03-24,3,-0.2,7.5,0.1,4.9,43.4,1003.4
108,서울,2005-03-25,3.1,-1.7,7,,4.3,50.4,1007.6
108,서울,2005-03-26,6.8,2.5,10.8,,2.4,74,1010.5
108,서울,2005-03-27,10.5,6,17.6,,2,60.9,1006.4
108,서울,2005-03-28,6.8,4.4,11.8,,3,64.3,1000.9
108,서울,2005-03-29,5.6,2.2,10.3,,3.1,30.8,1003.8
108,서울,2005-03-30,6.7,2.2,12.1,,3.7,47.8,1003.1
108,서울,2005-03-31,9.5,3.5,15.5,,2.3,48.6,1006.7
108,서울,2005-04-01,11.2,6.3,16.1,,1.7,31.8,1008.5
108,서울,2005-04-02,10.4,6.5,15.8,,2.4,44.8,1004.7
108,서울,2005-04-03,8.6,5.6,14.5,3.5,2.8,61.8,1006.4
108,서울,2005-04-04,9.3,4.1,14.3,,3.7,44.1,1008.7
108,서울,2005-04-05,13.3,7.3,19,,3.1,41.4,1006.4
108,서울,2005-04-06,13.8,9.6,17.7,7,3.8,70.4,998.7
108,서울,2005-04-07,12.9,10.5,16.1,,3.5,73.9,999.4
108,서울,2005-04-08,14.9,7.5,22.5,,1.4,41.5,1005.6
108,서울,2005-04-09,13.4,11.3,15.8,41.5,3.1,71.8,1001.4
108,서울,2005-04-10,12.4,9.1,17.1,17,3,69.5,1000.4
108,서울,2005-04-11,13.5,10.1,18.2,,2.1,51.4,1005.9
108,서울,2005-04-12,11.2,7.8,14.6,,2.6,62.4,1003.3
108,서울,2005-04-13,10.5,6.4,15.8,,3.2,51.6,1004.7
108,서울,2005-04-14,9.9,6.3,14.3,,4.1,48.9,1006.9
108,서울,2005-04-15,9.6,4.6,15.3,,2.8,32.5,1011.5
108,서울,2005-04-16,10.8,5.5,15.8,,2.7,23.9,1011.1
108,서울,2005-04-17,14.3,7.5,19.2,,2.5,31.9,1011.1
108,서울,2005-04-18,15.2,10.3,18.8,4.5,1.7,61.1,1012.3
108,서울,2005-04-19,17.3,12.1,22,15,2.1,67.1,1007.2
108,서울,2005-04-20,10.3,7.9,13,6,5.2,57.5,998.2
108,서울,2005-04-21,10.2,7.4,13.3,,4.7,56.9,997.1
108,서울,2005-04-22,11.6,7.3,16.8,,3.9,51.9,1003.9
108,서울,2005-04-23,13.4,7.5,19.6,,2.4,42.9,1008.6
108,서울,2005-04-24,14,9.3,20.2,0,2.8,47,1006.7
108,서울,2005-04-25,13.7,9.6,19.3,,2.7,55.1,1002.9
108,서울,2005-04-26,14.9,9.1,20.3,,3,48.9,1001.4
108,서울,2005-04-27,16,13,20.6,0.2,3.7,49.6,995.4
108,서울,2005-04-28,17.5,14.5,22.8,,4.8,72.4,991.8
108,서울,2005-04-29,19.2,13.8,25.3,,1.8,61.8,996.5
108,서울,2005-04-30,23.5,19.2,29.8,,1.9,64.5,994.3
108,서울,2005-05-01,21,17.2,25.6,0.3,2.8,65,992.5
108,서울,2005-05-02,19.5,15,24.7,,2.7,23.8,1001.1
108,서울,2005-05-03,19.2,11.8,26.5,,2.3,25.6,1002
108,서울,2005-05-04,20.1,12.6,27.7,,1.8,21.1,1000.7
108,서울,2005-05-05,19.8,13.1,26.7,16.5,2.4,48.3,993
108,서울,2005-05-06,11.6,8.8,13.3,13.5,4,90,989.3
108,서울,2005-05-07,13.5,6.3,19.7,,2.7,63.3,997.7
108,서울,2005-05-08,13.4,11.1,15.6,,3.7,75.3,995.2
108,서울,2005-05-09,13.3,9,17.6,,3.1,56,996.3
108,서울,2005-05-10,14.2,9,19.3,,2.2,45.9,1001.1
108,서울,2005-05-11,13.7,12.1,16.1,1.5,1.7,58.8,998.8
108,서울,2005-05-12,14.1,11.6,19.6,1,2.1,72.6,999.4
108,서울,2005-05-13,16.6,10.1,23.3,,2.3,55.8,1003.3
108,서울,2005-05-14,16.7,13.3,20.7,,2.5,65.4,1004.4
108,서울,2005-05-15,18.6,12.5,25.7,,1.9,58.6,1006.2
108,서울,2005-05-16,19.6,14.3,25.3,,1.8,55.3,1006.3
108,서울,2005-05-17,19.4,16,23.6,26.5,2.1,66.1,997.9
108,서울,2005-05-18,15.4,11.8,19.6,25,3.8,83.6,992.7
108,서울,2005-05-19,17.2,11.8,23,,2.6,60.1,1003.2
108,서울,2005-05-20,18.5,12.8,24.5,,2.4,49.1,1003.7
108,서울,2005-05-21,17.7,13.6,22.8,,2.1,42,1000.7
108,서울,2005-05-22,15.9,14.6,18.5,1.5,1.4,59,995.8
108,서울,2005-05-23,16.1,13.1,20.1,,3.1,65.4,998.9
108,서울,2005-05-24,17.6,12.3,23.5,,2,59,1003.9
108,서울,2005-05-25,18.5,12.6,24,,2.6,58.5,1004.4
108,서울,2005-05-26,19.3,15.3,25,,3.4,60.1,1003.7
108,서울,2005-05-27,20.7,14.6,27.7,,2.1,52.3,1004.2
108,서울,2005-05-28,22,15.8,28.2,,1.7,46.4,1006.7
108,서울,2005-05-29,23.7,17.1,30.2,,1.7,45.4,1007.4
108,서울,2005-05-30,21.5,18,26.7,,2.6,44.1,1003.3
108,서울,2005-05-31,21,15.8,26.6,,2.1,35.1,997.9
108,서울,2005-06-01,19.8,15.5,24.2,2.5,2.4,58.1,993.1
108,서울,2005-06-02,19.1,17.6,22.2,0.5,2.4,77.8,990.8
108,서울,2005-06-03,18,15.6,22.6,,2.8,74.8,993.8
108,서울,2005-06-04,19.5,15.8,23.6,0,1.7,72.1,998
108,서울,2005-06-05,22.8,16,29.1,,2.1,52.9,1001.7
108,서울,2005-06-06,22.2,18.2,27.1,,1.8,57.4,1003.3
108,서울,2005-06-07,21.7,18.3,25.1,,1.3,60.1,1003.4
108,서울,2005-06-08,23,18.3,27.7,,2,58.4,1003.3
108,서울,2005-06-09,23.6,18.6,28,,1.7,60.4,999
108,서울,2005-06-10,19.1,18,23.1,13.5,2,86,991.1
108,서울,2005-06-11,21,16.6,26.8,,2.4,69.3,990.2
108,서울,2005-06-12,21.8,17.5,27.5,0,2.6,69.1,993.8
108,서울,2005-06-13,24.8,18.7,31.3,,1.7,61.5,996.2
108,서울,2005-06-14,24.1,20.3,31.8,3,2.5,61.1,996.6
108,서울,2005-06-15,21.2,19,24.3,0.5,2.9,67.8,996.1
108,서울,2005-06-16,21.2,17.8,25.2,0,2.4,68.6,998
108,서울,2005-06-17,22.5,19.7,26.3,1.5,3.1,69.8,997.1
108,서울,2005-06-18,23.1,20.6,27.2,,2.2,69,994.7
108,서울,2005-06-19,23.6,19.7,29.3,0,1.9,66,993.6
108,서울,2005-06-20,23.6,19,29.5,,2.5,68.1,993.8
108,서울,2005-06-21,24.5,22,29.1,,2.8,67.1,993.6
108,서울,2005-06-22,24.1,21,29.2,,2.9,68.6,994.5
108,서울,2005-06-23,24.4,20.7,30.8,,2.6,67.1,995.9
108,서울,2005-06-24,25.9,21.2,32,,2.2,64.3,996.3
108,서울,2005-06-25,25.4,22.2,29.2,,1.9,66.1,996.7
108,서울,2005-06-26,24.7,21.1,29.1,95.5,1.6,75,992.8
108,서울,2005-06-27,22.7,20.7,24.2,37,4.6,89.4,989.7
108,서울,2005-06-28,23.8,20.5,28,,2.5,72.1,995.4
108,서울,2005-06-29,22.8,21.7,24.3,13.5,2.8,89.6,996.2
108,서울,2005-06-30,25.7,22.3,31.1,1,2.8,80.4,997.2
108,서울,2005-07-01,23.8,21.6,26.5,55,2.2,85,994
108,서울,2005-07-02,23.9,22.8,26.1,1,2,88.3,992.1
108,서울,2005-07-03,21.5,20.2,23.5,17.5,2.1,91.9,989.3
108,서울,2005-07-04,24.2,20,28.8,,2.1,71.4,988.9
108,서울,2005-07-05,23.1,21.6,26.3,0,3.2,80.8,989.9
108,서울,2005-07-06,24.6,22.1,29,,2.5,73.6,991.6
108,서울,2005-07-07,24.1,22.1,28.5,8.5,2.7,73.4,996.4
108,서울,2005-07-08,25.1,22.1,29.1,11,2.2,72.6,996.2
108,서울,2005-07-09,22.4,21.3,23.7,40,1.8,88.3,990.5
108,서울,2005-07-10,23.7,20.6,26.2,,1.4,77.8,995.8
108,서울,2005-07-11,20.7,19.5,23.3,15.5,2.9,87.3,993.7
108,서울,2005-07-12,23.1,18.3,27,,1.7,70.1,998.2
108,서울,2005-07-13,23.3,21.8,26.1,1.5,2.5,79.1,999.6
108,서울,2005-07-14,25,22.1,29.6,0,2.3,71,1003.4
108,서울,2005-07-15,25.8,22,30.1,,1.5,71.5,1004.8
108,서울,2005-07-16,26,24.2,29.1,,2.3,75.3,1005.2
108,서울,2005-07-17,24.8,23.5,26.3,0.2,1.8,79.4,1003.8
108,서울,2005-07-18,26.4,23.5,31.2,,2.3,74.3,1003.7
108,서울,2005-07-19,26.5,23.3,30.7,,2,75.8,1001.5
108,서울,2005-07-20,27,23.8,31.7,,2.2,73.9,998.4
108,서울,2005-07-21,27.1,23.7,32.5,,2.3,72.4,998.4
108,서울,2005-07-22,29.1,24.3,34.2,,1.8,67.4,999.1
108,서울,2005-07-23,30.2,26.2,33.9,,1.7,67.8,998.1
108,서울,2005-07-24,29.2,27,33.5,3,1.6,70.5,997.4
108,서울,2005-07-25,27.8,25.7,30.8,0,1.9,70.8,995.5
108,서울,2005-07-26,27.6,24.1,32.2,,2.4,68.4,993.2
108,서울,2005-07-27,27,24.7,29.6,0.2,3.2,72.5,993.9
108,서울,2005-07-28,23.1,20.8,26,115,2.5,89.9,990.4
108,서울,2005-07-29,25.4,22.2,28.5,,3,76.9,993.7
108,서울,2005-07-30,26.1,24.3,29.5,,2.8,77.6,996.7
108,서울,2005-07-31,26.9,23,30.2,1,1.4,71.6,996
108,서울,2005-08-01,25.3,23.2,27,26.5,3.2,84,991.1
108,서울,2005-08-02,26.3,24.1,29.1,0.5,2.5,80,992.2
108,서울,2005-08-03,24.8,23.6,27.7,19,1.9,86.8,993.4
108,서울,2005-08-04,28.5,24.3,32.5,,2.6,70,998.5
108,서울,2005-08-05,29.3,25.5,34.2,,1.8,69.9,1000.4
108,서울,2005-08-06,29,25.8,35,0.5,1.9,68.9,999.6
108,서울,2005-08-07,26.9,24.3,30.1,0,2.1,72.4,999.8
108,서울,2005-08-08,26.2,23.7,30.2,16,2.8,79.5,998.7
108,서울,2005-08-09,26.4,24.3,29.5,15,4.5,75.5,996.7
108,서울,2005-08-10,25.1,23.5,28.2,57.5,2.2,86,997.7
108,서울,2005-08-11,25.2,23.2,27.5,25,2.8,85,997.8
108,서울,2005-08-12,26,24.6,26.8,1,3.2,84.9,1001.1
108,서울,2005-08-13,27.2,25.1,30.1,0.5,2.8,77.8,1003
108,서울,2005-08-14,27.3,25.2,31.1,,2.8,74.9,1001.4
108,서울,2005-08-15,27.2,25,31.3,0.5,2.3,79,998.7
108,서울,2005-08-16,28.3,25.2,33,,2.1,74.4,997.4
108,서울,2005-08-17,28.1,25.3,32.4,4.5,1.8,74,997.4
108,서울,2005-08-18,25.5,22.7,30,8,2,80.5,997.8
108,서울,2005-08-19,21.6,20,22.7,6.5,3,84.1,997.3
108,서울,2005-08-20,23.2,19.3,28.2,0.5,3.4,65.4,996.7
108,서울,2005-08-21,24.1,20.5,28.2,,3,60.9,997.9
108,서울,2005-08-22,23.1,20.7,26,0,2.9,69,1001.8
108,서울,2005-08-23,24.1,19.1,29.2,,3.1,47,1003.2
108,서울,2005-08-24,20.6,16.5,23.6,39.5,4.5,61.6,1000.1
108,서울,2005-08-25,17.6,16.7,18.6,38.5,3.2,93,994.8
108,서울,2005-08-26,21.2,16.7,25.3,,2.3,76.4,1001.1
108,서울,2005-08-27,23.6,21,27.8,,2.3,73.4,1002.5
108,서울,2005-08-28,22.9,20.2,27.3,25.5,1.9,81.8,1002.1
108,서울,2005-08-29,24.6,21.7,29,,1.8,73.8,1001.3
108,서울,2005-08-30,24.1,22,28,,1.7,76.8,999.6
108,서울,2005-08-31,25.6,20,31.2,,1.3,69.6,1001.3
108,서울,2005-09-01,26.8,25.3,30.2,0.1,3.2,73.1,1003.1
108,서울,2005-09-02,25.2,23.2,27.7,0.5,2.7,78.4,1004.1
108,서울,2005-09-03,23.7,21.6,27.3,,1.7,68.5,1004
108,서울,2005-09-04,22.5,20.2,26,,3.9,62.8,1005.1
108,서울,2005-09-05,22.4,18.2,27.3,,4.4,48.4,1003.7
108,서울,2005-09-06,21.9,19.2,25.7,,4.9,53,996
108,서울,2005-09-07,23.3,18.8,27.8,,2.1,60,996.4
108,서울,2005-09-08,24.4,19.7,28.7,,1.8,66.4,1002.2
108,서울,2005-09-09,22.6,21.6,23.7,2.5,1.9,80.1,1004.3
108,서울,2005-09-10,24.1,20,28.2,,1.6,73.5,1005.2
108,서울,2005-09-11,26.3,21.6,30.8,,1.6,65.6,1006.3
108,서울,2005-09-12,25.8,22.7,29,0.1,1.3,67.9,1007.1
108,서울,2005-09-13,20.5,16.7,24.6,90.5,3.6,84.8,1000.6
108,서울,2005-09-14,20.2,16.2,25,,1.6,71.8,1005.2
108,서울,2005-09-15,21.4,16.5,26.7,,2.1,60.4,1007.5
108,서울,2005-09-16,22.8,18.7,26.6,0,2.1,62.5,1004.7
108,서울,2005-09-17,22.5,21.1,23.7,74,2.8,85.9,1004.3
108,서울,2005-09-18,22.8,20.2,27.2,0.5,1.7,79.5,1008.6
108,서울,2005-09-19,20.1,18.3,22.2,0,1.4,79.5,1007.9
108,서울,2005-09-20,20.1,16,23.5,0.1,1.4,71.6,1005.1
108,서울,2005-09-21,15.9,13.8,20.7,40,3.8,86.6,1004
108,서울,2005-09-22,17.1,14.8,19,0.5,1.7,86.8,1004.4
108,서울,2005-09-23,20.1,16.6,23.2,,1.8,72.1,1006.2
108,서울,2005-09-24,20.9,17.1,25.7,,2.4,65.5,1006.3
108,서울,2005-09-25,20.5,16.6,24.7,,2.1,66.3,1007.8
108,서울,2005-09-26,21,17.5,25.6,,1.4,65.8,1010
108,서울,2005-09-27,21,17.8,26.1,,1.5,66.5,1011.8
108,서울,2005-09-28,20.8,16.3,26.5,,1.4,63.5,1010.7
108,서울,2005-09-29,20.8,15.8,25.2,0,1.9,58.9,1008.8
108,서울,2005-09-30,17.7,16,21.2,104.5,2.3,90.9,1005
108,서울,2005-10-01,20.1,18.8,21.6,14.5,0.7,91.3,1004.3
108,서울,2005-10-02,19.2,15.6,24.2,0,2.3,61.9,1007
108,서울,2005-10-03,16.4,14.1,19.2,0.1,1.8,61.3,1008.2
108,서울,2005-10-04,16.6,13.6,21.7,,1.7,57.5,1008.9
108,서울,2005-10-05,16.5,11,22.3,,1.4,59.6,1009
108,서울,2005-10-06,17.6,10.5,24.9,,1.3,56,1008.6
108,서울,2005-10-07,14.4,13.1,17.1,19.5,1.1,85.4,1004.3
108,서울,2005-10-08,16.1,13.8,20.6,,1.6,71.5,1007.6
108,서울,2005-10-09,16.2,11.8,21.8,,1.3,71.8,1012.9
108,서울,2005-10-10,17.4,12.6,23.1,,1.5,62.9,1014
108,서울,2005-10-11,17.4,12.5,23.2,,1.3,64.4,1013.2
108,서울,2005-10-12,17.5,12.6,23.2,,1.4,64.9,1010.8
108,서울,2005-10-13,17.4,14.6,21.7,,2.5,69.3,1007.2
108,서울,2005-10-14,15,12.3,17.8,2,2.7,49,1006.3
108,서울,2005-10-15,14.6,10.3,19,,2.3,54.4,1004.8
108,서울,2005-10-16,14.3,9.1,20.2,,1.6,56.1,1006.8
108,서울,2005-10-17,15.7,9.3,21.7,,1.8,67.6,1010.5
108,서울,2005-10-18,15.4,12.6,20,,1.6,70.4,1014.1
108,서울,2005-10-19,15.7,11.1,21.2,,1.2,65.5,1016.2
108,서울,2005-10-20,15.8,11.1,21.7,,1.6,60.3,1014.3
108,서울,2005-10-21,12.4,9.1,14.8,13.5,2.2,77.4,1007.9
108,서울,2005-10-22,8,5.1,12.3,,2.7,48.6,1010.7
108,서울,2005-10-23,9.5,3,15.5,,1.6,53.5,1008.4
108,서울,2005-10-24,12.6,7,18.5,,1.7,64.5,1008.4
108,서울,2005-10-25,14.1,10.1,19.5,,1.2,66.5,1012.9
108,서울,2005-10-26,14.9,11.6,19.8,,1.6,67.9,1014
108,서울,2005-10-27,14.6,10.1,20,,1.2,74.6,1013.4
108,서울,2005-10-28,12.4,8.5,16.2,3,2.8,67.6,1008.3
108,서울,2005-10-29,9.2,7.1,12.5,,2.5,57.4,1007.2
108,서울,2005-10-30,7.9,4.5,11.8,,1.5,64.1,1009.1
108,서울,2005-10-31,9.7,3.9,15.3,,1.6,59.4,1013.3
108,서울,2005-11-01,12.5,7.9,17.5,,2,66.6,1013.3
108,서울,2005-11-02,14.3,11.1,17.3,0,2.1,65.5,1012
108,서울,2005-11-03,15.8,12.1,20.7,0.5,1.3,69.8,1010.2
108,서울,2005-11-04,16.4,12.6,21.8,,1.2,73,1008.1
108,서울,2005-11-05,16.8,12.1,20.7,0.1,1.8,69.6,1003.2
108,서울,2005-11-06,14.1,8.5,18.1,30,2.7,77.5,996.8
108,서울,2005-11-07,10.7,6,15.3,1,2.6,46.3,1003.7
108,서울,2005-11-08,8.8,4.8,12.1,,2.8,49.6,1008
108,서울,2005-11-09,10.6,5.4,15.3,,1.9,54.1,1008.3
108,서울,2005-11-10,13.9,9.8,17.7,0,3.1,74.1,1004.8
108,서울,2005-11-11,12.8,8.6,17.2,,2.1,39.6,1006
108,서울,2005-11-12,9.1,4.6,13.8,,1.8,34.8,1012.1
108,서울,2005-11-13,8.9,5.6,12.1,0,1.7,45.8,1013.2
108,서울,2005-11-14,5.7,3.2,10,,2.8,35.4,1012.7
108,서울,2005-11-15,3.3,1.1,6.9,,2.5,36.5,1013.3
108,서울,2005-11-16,3.1,-1.1,7.9,,1.9,38.3,1015.1
108,서울,2005-11-17,3.5,-0.8,8.1,,2,38.6,1016.8
108,서울,2005-11-18,3.6,0.4,7.5,,2.5,38.4,1020.8
108,서울,2005-11-19,2.9,-0.5,7.3,,2,37,1021
108,서울,2005-11-20,3.5,-1,8.3,,1.6,48.1,1018.5
108,서울,2005-11-21,5.7,2.2,10,0.3,2.5,61.5,1014.7
108,서울,2005-11-22,5.1,0.8,9.3,,1.9,45.8,1016.4
108,서울,2005-11-23,8.5,3.5,13.3,0.2,2.6,60.9,1011.2
108,서울,2005-11-24,8.4,5.4,12.6,,1.8,53.8,1008.9
108,서울,2005-11-25,8.4,3.9,13.1,,2.1,64.3,1006.7
108,서울,2005-11-26,8.2,4.1,12.5,0,1.9,72.1,1004
108,서울,2005-11-27,8.4,6,12.1,3.5,2.1,77,1006.6
108,서울,2005-11-28,7.2,4,12.1,9,3.1,71.4,1002.9
108,서울,2005-11-29,3.2,-0.2,7.5,0,2.7,57.5,1005.5
108,서울,2005-11-30,3.6,-0.8,8.8,,1.5,50.9,1008.1
